species,country_distribution,region_distribution
Olyra kempi,IND,South Asia
Olyra parviocula,IND,South Asia
Olyra praestigiosa,IND,South Asia
Olyra saginata,IND,South Asia
Ompok karunkodu,IND,South Asia
Ophicephalus punctatus,IND,South Asia
Ophicephalus striatus,IND,South Asia
Ophichthys terricolus,IND,South Asia
Ophiocephalus amphibeus,IND,South Asia
Ophiocephalus diplogramma,IND,South Asia
Ophiocephalus harcourtbutleri,IND,South Asia
Ophiocephalus kelaartii,IND,South Asia
Ophiocephalus stewartii,IND,South Asia
Opsarius guttatus,IND,South Asia
Opsarius kanaensis,IND,South Asia
Opsarius maculatus,IND,South Asia
Opsarius sakaiensis,IND,South Asia
Opsarius siangi,IND,South Asia
Oreichthys andrewi,IND,South Asia
Oreichthys crenuchoides,IND,South Asia
Oreichthys duospilus,IND,South Asia
Oreichthys incognito,IND,South Asia
Oreoglanis majusculus,IND,South Asia
Oreoglanis pangenensis,IND,South Asia
Oreonectes (Indoreonectes) keralensis,IND,South Asia
Oryzias andrewi,IND,South Asia
Osteobrama cotio peninsularis,IND,South Asia
Osteobrama feae,IND,South Asia
Osteobrama tikarpadaensis,IND,South Asia
Osteochilichthys elegans,IND,South Asia
Osteochilichthys formosus,IND,South Asia
Osteochilichthys longidorsalis,IND,South Asia
Panchax parvus,IND,South Asia
Pangasius icaria,IND,South Asia
Pangasius silasi,IND,South Asia
Pangio ammophila,IND,South Asia
Pangio apoda,IND,South Asia
Pangio bhujia,IND,South Asia
Pangio pathala,IND,South Asia
Paracanthocobitis hijumensis,IND,South Asia
Paracanthocobitis linypha,IND,South Asia
Paracanthocobitis marmorata,IND,South Asia
Parachiloglanis bhutanensis,IND,South Asia
Parambassis bistigmata,IND,South Asia
Parambassis serrata,IND,South Asia
Parapsilorhynchus alluriensis,IND,South Asia
Parapsilorhynchus discophorus,IND,South Asia
Parapsilorhynchus elongatus,IND,South Asia
Parapsilorhynchus odishaensis,IND,South Asia
Parapsilorhynchus prateri,IND,South Asia
Parapsilorhynchus swaini,IND,South Asia
Parexostoma maculatum,IND,South Asia
Perilampus aequipinnatus,IND,South Asia
Pethia arunachalensis,IND,South Asia
Pethia aurea,IND,South Asia
Pethia chakpiensis,IND,South Asia
Pethia dikhuensis,IND,South Asia
Pethia expletiforis,IND,South Asia
Pethia longicauda,IND,South Asia
Pethia poiensis,IND,South Asia
Pethia rutila,IND,South Asia
Pethia sahit,IND,South Asia
Pethia sanjaymoluri,IND,South Asia
Pethia striata,IND,South Asia
Physoschistura chhimtuipuiensis,IND,South Asia
Physoschistura dikrongensis,IND,South Asia
Physoschistura harkishorei,IND,South Asia
Physoschistura ranikhetensis,IND,South Asia
Physoschistura tigrinum,IND,South Asia
Physoschistura tuivaiensis,IND,South Asia
Physoschistura walongensis,IND,South Asia
Pillaia indica,IND,South Asia
Pillaia khajuriai,IND,South Asia
Pimelodus bagarius,IND,South Asia
Pimelodus botius,IND,South Asia
Pimelodus hara,IND,South Asia
Pimelodus menoda,IND,South Asia
Pimelodus nangra,IND,South Asia
Pimelodus pangasius,IND,South Asia
Pimelodus telchitta,IND,South Asia
Pimelodus tengana,IND,South Asia
Pinniwallago kanpurensis,IND,South Asia
Pisodonophis kalinga,IND,South Asia
Pogoneleotris microps,IND,South Asia
Polyacanthus cupanus,IND,South Asia
Polyacanthus cupanus dayi,IND,South Asia
Pristolepis pentacantha,IND,South Asia
Pristolepis procerus,IND,South Asia
Pristolepis rubripinnis,IND,South Asia
Pseudecheneis koladynae,IND,South Asia
Pseudecheneis nagalandensis,IND,South Asia
Pseudecheneis sirenica,IND,South Asia
Pseudecheneis suppaetula,IND,South Asia
Pseudecheneis ukhrulensis,IND,South Asia
Pseudeutropius mitchelli,IND,South Asia
Pseudolaguvia austrina,IND,South Asia
Pseudolaguvia ferruginea,IND,South Asia
Pseudolaguvia ferula,IND,South Asia
Pseudolaguvia flavida,IND,South Asia
Pseudolaguvia flavipinna,IND,South Asia
Pseudolaguvia foveolata,IND,South Asia
Pseudolaguvia fucosa,IND,South Asia
Pseudolaguvia lapillicola,IND,South Asia
Pseudolaguvia meghalayaensis,IND,South Asia
Pseudolaguvia muricata,IND,South Asia
Pseudolaguvia nubila,IND,South Asia
Pseudolaguvia permaris,IND,South Asia
Pseudolaguvia spicula,IND,South Asia
Pseudolaguvia vespa,IND,South Asia
Pseudolaguvia virgulata,IND,South Asia
Pseudolaguvia viriosa,IND,South Asia
Psilorhynchoides arunachalensis,IND,South Asia
Psilorhynchus amplicephalus,IND,South Asia
Psilorhynchus bichomensis,IND,South Asia
Psilorhynchus brachyrhynchus,IND,South Asia
Psilorhynchus breviminor,IND,South Asia
Psilorhynchus chakpiensis,IND,South Asia
Psilorhynchus gracilis,IND,South Asia
Psilorhynchus hamiltoni,IND,South Asia
Psilorhynchus homaloptera,IND,South Asia
Psilorhynchus homaloptera rowleyi,IND,South Asia
Psilorhynchus kaladanensis,IND,South Asia
Psilorhynchus kamengensis,IND,South Asia
Psilorhynchus khopai,IND,South Asia
Psilorhynchus konemi,IND,South Asia
Psilorhynchus maculatus,IND,South Asia
Psilorhynchus microphthalmus,IND,South Asia
Psilorhynchus nahlongthai,IND,South Asia
Psilorhynchus ngathanu,IND,South Asia
Psilorhynchus sucatio nudithoracicus,IND,South Asia
Psilorhynchus tentaculatus,IND,South Asia
Psilorhynchus tenura,IND,South Asia
Pterocryptis barakensis,IND,South Asia
Pterocryptis gangelica,IND,South Asia
Pterocryptis subrisa,IND,South Asia
Puntius afasciatus,IND,South Asia
Puntius arulius tambraparniei,IND,South Asia
Puntius ater,IND,South Asia
Puntius bizonatus,IND,South Asia
Puntius chalakkudiensis,IND,South Asia
Puntius coorgensis,IND,South Asia
Puntius crescentus,IND,South Asia
Puntius deccanensis,IND,South Asia
Puntius dolichopterus,IND,South Asia
Puntius euspilurus,IND,South Asia
Puntius exclamatio,IND,South Asia
Puntius kannikattiensis,IND,South Asia
Puntius khugae,IND,South Asia
Puntius kyphus,IND,South Asia
Puntius madhusoodani,IND,South Asia
Puntius manipurensis,IND,South Asia
Puntius meingangbii,IND,South Asia
Puntius melanampyx pradhani,IND,South Asia
Puntius morehensis,IND,South Asia
Puntius mudumalaiensis,IND,South Asia
Puntius muvattupuzhaensis,IND,South Asia
Puntius muzaffarpurensis,IND,South Asia
Puntius nangalensis,IND,South Asia
Puntius nelsoni,IND,South Asia
Puntius nigripinnis,IND,South Asia
Puntius nigronotus,IND,South Asia
Puntius ocellus,IND,South Asia
Puntius ornatus,IND,South Asia
Puntius pookodensis,IND,South Asia
Puntius rohani,IND,South Asia
Puntius sahyadriensis,IND,South Asia
Puntius sanctus,IND,South Asia
Puntius setnai,IND,South Asia
Puntius shalynius,IND,South Asia
Puntius sharmai,IND,South Asia
Puntius viridis,IND,South Asia
Puntius yuensis,IND,South Asia
Rakthamichthys mumba,IND,South Asia
Rasbora ataenia,IND,South Asia
Rasbora labiosa,IND,South Asia
Rasbora ornatus,IND,South Asia
Rasbora rasbora kobonensis,IND,South Asia
Rhynchobdella aral,IND,South Asia
Rohita dussumieri,IND,South Asia
Rohtee bakeri,IND,South Asia
Rohtee dayi,IND,South Asia
Rohtee neilli,IND,South Asia
Salmostoma kardahiensis,IND,South Asia
Salmostoma phulo orissaensis,IND,South Asia
Scaphiodon thomassi,IND,South Asia
Schistura aizawlensis,IND,South Asia
Schistura andrewi,IND,South Asia
Schistura fasciata,IND,South Asia
Schistura ferruginea,IND,South Asia
Schistura hiranyakeshi,IND,South Asia
Schistura khugae,IND,South Asia
Schistura koladynensis,IND,South Asia
Schistura larketensis,IND,South Asia
Schistura liyaiensis,IND,South Asia
Schistura maculosa,IND,South Asia
Schistura minutus,IND,South Asia
Schistura mizoramensis,IND,South Asia
Schistura nagodiensis,IND,South Asia
Schistura nebeshwari,IND,South Asia
Schistura obliquofascia,IND,South Asia
Schistura papulifera,IND,South Asia
Schistura paucireticulata,IND,South Asia
Schistura porocephala,IND,South Asia
Schistura rebuw,IND,South Asia
Schistura reticulata,IND,South Asia
Schistura scyphovecteta,IND,South Asia
Schistura sharavathiensis,IND,South Asia
Schistura syngkai,IND,South Asia
Schistura tigrinum,IND,South Asia
Schistura tirapensis,IND,South Asia
Schizopygopsis stolickai,IND,South Asia
Schizothorax chivae,IND,South Asia
Schizothorax kumaonensis,IND,South Asia
Schizothorax microcephalus,IND,South Asia
Sciaena jaculatrix,IND,South Asia
Semiplotus manipurensis,IND,South Asia
Semiplotus modestus,IND,South Asia
Silhouettea indicus,IND,South Asia
Silurichthys berdmorei,IND,South Asia
Silurus atherinoides,IND,South Asia
Silurus attu,IND,South Asia
Silurus bimaculatus,IND,South Asia
Silurus fossilis,IND,South Asia
Silurus malabaricus,IND,South Asia
Silurus vittatus,IND,South Asia
Sisor barakensis,IND,South Asia
Sisor chennuah,IND,South Asia
Sisor rabdophorus,IND,South Asia
Sisor rheophilus,IND,South Asia
Sisor torosus,IND,South Asia
Sparidentex jamalensis,IND,South Asia
Spratelloides malabaricus,IND,South Asia
Syncrossus berdmorei,IND,South Asia
Systomus assimilis,IND,South Asia
Systomus chryseus,IND,South Asia
Systomus gracilus,IND,South Asia
Systomus immaculatus,IND,South Asia
Systomus laticeps,IND,South Asia
Systomus rufus,IND,South Asia
Tetraodon (Monotretus) travancoricus,IND,South Asia
Tor barakae,IND,South Asia
Tor kulkarnii,IND,South Asia
Tor remadevii,IND,South Asia
Travancoria elongata,IND,South Asia
Travancoria jonesi,IND,South Asia
Triplophysa shehensis,IND,South Asia
Trygon polylepis,IND,South Asia
Tylognathus porcellus,IND,South Asia
Waikhomia hira,IND,South Asia
Acanthoperca gulliveri,IDN,East Asia & Pacific
Acanthophthalmus agmus,IDN,East Asia & Pacific
Acanthophthalmus mariae,IDN,East Asia & Pacific
Acanthophthalmus robiginosus,IDN,East Asia & Pacific
Acanthophthalmus sandakanensis,IDN,East Asia & Pacific
Acanthophthalmus semicinctus,IDN,East Asia & Pacific
Acanthopsoides molobrion,IDN,East Asia & Pacific
Acanthopsoides robertsi,IDN,East Asia & Pacific
Acantophthalmus superbus,IDN,East Asia & Pacific
Acantopsis dialuzona,IDN,East Asia & Pacific
Acrochordonichthys guttatus,IDN,East Asia & Pacific
Acrochordonichthys ischnosoma,IDN,East Asia & Pacific
Acrochordonichthys mahakamensis,IDN,East Asia & Pacific
Acrochordonichthys pachyderma,IDN,East Asia & Pacific
Adrianichthys kruyti,IDN,East Asia & Pacific
Adrianichthys roseni,IDN,East Asia & Pacific
Akysis fontaneus,IDN,East Asia & Pacific
Akysis fuscus,IDN,East Asia & Pacific
Akysis galeatus,IDN,East Asia & Pacific
Akysis macronema,IDN,East Asia & Pacific
Akysis meridionalis,IDN,East Asia & Pacific
Akysis pseudobagarius,IDN,East Asia & Pacific
Akysis scorteus,IDN,East Asia & Pacific
Allomogurnda sampricei,IDN,East Asia & Pacific
Ambassis macracanthus,IDN,East Asia & Pacific
Aplocheilus javanicus,IDN,East Asia & Pacific
Aplocheilus marmoratus,IDN,East Asia & Pacific
Aplocheilus matanensis,IDN,East Asia & Pacific
Aplocheilus timorensis,IDN,East Asia & Pacific
Apodoglanis furnessi,IDN,East Asia & Pacific
Apogon aprion,IDN,East Asia & Pacific
Apogon beauforti,IDN,East Asia & Pacific
Apogon gjellerupi,IDN,East Asia & Pacific
Apogon heurni,IDN,East Asia & Pacific
Apogon sandei,IDN,East Asia & Pacific
Apogon wichmanni,IDN,East Asia & Pacific
Aristeus goldiei,IDN,East Asia & Pacific
Arius (Hemiarius) carinatus,IDN,East Asia & Pacific
Arius (Hemiarius) danielsi,IDN,East Asia & Pacific
Arius dioctes,IDN,East Asia & Pacific
Arius dispar,IDN,East Asia & Pacific
Arius doriae,IDN,East Asia & Pacific
Arius froggatti,IDN,East Asia & Pacific
Arius latirostris,IDN,East Asia & Pacific
Arius macronotacanthus,IDN,East Asia & Pacific
Arius melanochir,IDN,East Asia & Pacific
Arius spatula,IDN,East Asia & Pacific
Arius truncatus,IDN,East Asia & Pacific
Atherinichthys nouhuysi,IDN,East Asia & Pacific
Bagarius lica,IDN,East Asia & Pacific
Bagrichthys micranodus,IDN,East Asia & Pacific
Bagroides vaillantii,IDN,East Asia & Pacific
Bagrus abbreviatus,IDN,East Asia & Pacific
Bagrus hoevenii,IDN,East Asia & Pacific
Bagrus hypselopterus,IDN,East Asia & Pacific
Bagrus nigriceps,IDN,East Asia & Pacific
Bagrus planiceps,IDN,East Asia & Pacific
Bagrus poecilopterus,IDN,East Asia & Pacific
Bagrus stenomus,IDN,East Asia & Pacific
Bagrus wyckii,IDN,East Asia & Pacific
Barbodes sellifer,IDN,East Asia & Pacific
Barbucca diabolica,IDN,East Asia & Pacific
Barbus aphya,IDN,East Asia & Pacific
Barbus binotatus,IDN,East Asia & Pacific
Barbus everetti,IDN,East Asia & Pacific
Barbus foerschi,IDN,East Asia & Pacific
Barbus gonionotus,IDN,East Asia & Pacific
Barbus hexazona,IDN,East Asia & Pacific
Barbus huguenini,IDN,East Asia & Pacific
Barbus kalopterus,IDN,East Asia & Pacific
Barbus lateristriga,IDN,East Asia & Pacific
Barbus lineatus,IDN,East Asia & Pacific
Barbus mahakkamensis,IDN,East Asia & Pacific
Barbus melanopterus,IDN,East Asia & Pacific
Barbus microps,IDN,East Asia & Pacific
Barbus obtusirostris,IDN,East Asia & Pacific
Barbus platysoma,IDN,East Asia & Pacific
Barbus soro,IDN,East Asia & Pacific
Barbus tambra,IDN,East Asia & Pacific
Belobranchus segura,IDN,East Asia & Pacific
Belone canciloides,IDN,East Asia & Pacific
Belone krefftii,IDN,East Asia & Pacific
Betta akarensis,IDN,East Asia & Pacific
Betta albimarginata,IDN,East Asia & Pacific
Betta anabatoides,IDN,East Asia & Pacific
Betta antoni,IDN,East Asia & Pacific
Betta bellica,IDN,East Asia & Pacific
Betta breviobesus,IDN,East Asia & Pacific
Betta brownorum,IDN,East Asia & Pacific
Betta burdigala,IDN,East Asia & Pacific
Betta channoides,IDN,East Asia & Pacific
Betta chloropharynx,IDN,East Asia & Pacific
Betta coccina,IDN,East Asia & Pacific
Betta compuncta,IDN,East Asia & Pacific
Betta cracens,IDN,East Asia & Pacific
Betta dennisyongi,IDN,East Asia & Pacific
Betta dimidiata,IDN,East Asia & Pacific
Betta edithae,IDN,East Asia & Pacific
Betta enisae,IDN,East Asia & Pacific
Betta falx,IDN,East Asia & Pacific
Betta foerschi,IDN,East Asia & Pacific
Betta fusca,IDN,East Asia & Pacific
Betta gladiator,IDN,East Asia & Pacific
Betta hendra,IDN,East Asia & Pacific
Betta ibanorum,IDN,East Asia & Pacific
Betta ideii,IDN,East Asia & Pacific
Betta imbellis,IDN,East Asia & Pacific
Betta krataios,IDN,East Asia & Pacific
Betta mandor,IDN,East Asia & Pacific
Betta midas,IDN,East Asia & Pacific
Betta miniopinna,IDN,East Asia & Pacific
Betta obscura,IDN,East Asia & Pacific
Betta pardalotos,IDN,East Asia & Pacific
Betta patoti,IDN,East Asia & Pacific
Betta raja,IDN,East Asia & Pacific
Betta renata,IDN,East Asia & Pacific
Betta rubra,IDN,East Asia & Pacific
Betta schalleri,IDN,East Asia & Pacific
Betta simorum,IDN,East Asia & Pacific
Betta spilotogena,IDN,East Asia & Pacific
Betta uberis,IDN,East Asia & Pacific
Bihunichthys monopteroides,IDN,East Asia & Pacific
Bogoda macrolepis,IDN,East Asia & Pacific
Bostrychus aruensis,IDN,East Asia & Pacific
Bostrychus microphthalmus,IDN,East Asia & Pacific
Bostrychus strigogenys,IDN,East Asia & Pacific
Breitensteinia cessator,IDN,East Asia & Pacific
Breitensteinia insignis,IDN,East Asia & Pacific
Brevibora cheeya,IDN,East Asia & Pacific
Brevibora exilis,IDN,East Asia & Pacific
Caecula mindora,IDN,East Asia & Pacific
Callichrous eugeneiatus,IDN,East Asia & Pacific
Callomystax schmidti,IDN,East Asia & Pacific
Capoeta ampalong,IDN,East Asia & Pacific
Capoeta brevis,IDN,East Asia & Pacific
Capoeta microlepis,IDN,East Asia & Pacific
Carinotetraodon irrubesco,IDN,East Asia & Pacific
Catopra grootii,IDN,East Asia & Pacific
Cephalocassis stormii,IDN,East Asia & Pacific
Chaca bankanensis,IDN,East Asia & Pacific
Chaca serica,IDN,East Asia & Pacific
Chela maculicauda,IDN,East Asia & Pacific
Chendol keelini,IDN,East Asia & Pacific
Chlarias olivaceus,IDN,East Asia & Pacific
Chonerhinos amabilis,IDN,East Asia & Pacific
Chonerhinos nefastus,IDN,East Asia & Pacific
Chonerhinos remotus,IDN,East Asia & Pacific
Chonerhinos silus,IDN,East Asia & Pacific
Clarias anfractus,IDN,East Asia & Pacific
Clarias intermedius,IDN,East Asia & Pacific
Clarias kapuasensis,IDN,East Asia & Pacific
Clarias microspilus,IDN,East Asia & Pacific
Clarias microstomus,IDN,East Asia & Pacific
Clarias pseudoleiacanthus,IDN,East Asia & Pacific
Clarias pseudonieuhofii,IDN,East Asia & Pacific
Clarias thienemanni,IDN,East Asia & Pacific
Cobitis chrysolaimos,IDN,East Asia & Pacific
Cobitis fasciata,IDN,East Asia & Pacific
Cobitis hymenophysa,IDN,East Asia & Pacific
Cobitis kuhlii,IDN,East Asia & Pacific
Cobitis macracanthus,IDN,East Asia & Pacific
Cobitis macrochir,IDN,East Asia & Pacific
Cobitis pfeifferi,IDN,East Asia & Pacific
Coelonotus biocellatus,IDN,East Asia & Pacific
Copidoglanis equinus,IDN,East Asia & Pacific
Copidoglanis meraukensis,IDN,East Asia & Pacific
Corica laciniata,IDN,East Asia & Pacific
Corica perakensis,IDN,East Asia & Pacific
Cosmochilus falcifer,IDN,East Asia & Pacific
Craterocephalus randi,IDN,East Asia & Pacific
Crossocheilos (Crossocheilichthys) langei,IDN,East Asia & Pacific
Crossocheilus microstoma,IDN,East Asia & Pacific
Crossocheilus oblongus,IDN,East Asia & Pacific
Crossocheilus obscurus,IDN,East Asia & Pacific
Crossochilus gnathopogon,IDN,East Asia & Pacific
Cryptopterus lumholtzi,IDN,East Asia & Pacific
Cynoglossus (Areliscus) hardenbergi,IDN,East Asia & Pacific
Cynoglossus heterolepis,IDN,East Asia & Pacific
Cynoglossus kapuasensis,IDN,East Asia & Pacific
Datnia micracanthus,IDN,East Asia & Pacific
Datnioides campbelli,IDN,East Asia & Pacific
Dermogenys collettei,IDN,East Asia & Pacific
Dermogenys megarrhamphus,IDN,East Asia & Pacific
Dermogenys pusillus,IDN,East Asia & Pacific
Dermogenys vogti,IDN,East Asia & Pacific
Doiichthys novaeguineae,IDN,East Asia & Pacific
Doryichthys caudocarinatus,IDN,East Asia & Pacific
Doryichthys ocellatus,IDN,East Asia & Pacific
Eirmotus furvus,IDN,East Asia & Pacific
Eirmotus insignis,IDN,East Asia & Pacific
Eleotris (Odontoeleotris) nesolepis,IDN,East Asia & Pacific
Eleotris belobrancha,IDN,East Asia & Pacific
Eleotris douniasi,IDN,East Asia & Pacific
